HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common.name	Female.maturity..days.	Male.maturity..days.	Gestation.Incubation..days.	Weaning..days.	Litter.Clutch.size	Litters.Clutches.per.year	Inter.litter.Interbirth.interval	Birth.weight..g.	Weaning.weight..g.	Adult.weight..g.	Growth.rate..1.days.	Maximum.longevity..yrs.	Source	Specimen.origin	Sample.size	Data.quality	IMR..per.yr.	MRDT..yrs.	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	References
3382	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus_speciosus	Large Japanese field mouse	NA	NA	NA	NA	4.5	NA	NA	NA	NA	44	NA	5.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671978
3383	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus_sylvaticus	Old World wood and field mouse	71	65	23	21	5.2	NA	41	1.5	NA	23.4	NA	6.3	671	captivity	medium	acceptable	NA	NA	0.264	23.8	309.85	36420455542610678e3
3384	Animalia	Chordata	Mammalia	Rodentia	Muridae	Arvicanthis	Arvicanthis_niloticus	Nile kusu	45	45	22	23	5	NA	38	4.15	21.7	110	NA	6.7	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	455610671
3385	Animalia	Chordata	Mammalia	Rodentia	Muridae	Arvicola	Arvicola_terrestris	European water vole	51	45	21	14	5.1	NA	32	5	42	120	0.0573	2.5	671	captivity	tiny	acceptable	NA	NA	0.613	94.7	310.65	36420434455610675e3
3386	Animalia	Chordata	Mammalia	Rodentia	Muridae	Baiomys	Baiomys_taylori	Northern pygmy mouse	44	75	20	21	3	10	24	1.2	3.6	8	0.0425	3.3	637	captivity	small	acceptable	NA	NA	0.095	7.2	309.15	36420434441455537e12
3387	Animalia	Chordata	Mammalia	Rodentia	Muridae	Calomyscus	Calomyscus_bailwardi	Mouse-like hamster	NA	NA	NA	NA	3.3	1	NA	NA	NA	20.4	NA	9.4	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671
3388	Animalia	Chordata	Mammalia	Rodentia	Muridae	Calomyscus	Calomyscus_mystax	Afghan mouse-like hamster	NA	NA	NA	NA	5	2	NA	NA	NA	20.4	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671978
3389	Animalia	Chordata	Mammalia	Rodentia	Muridae	Cannomys	Cannomys_badius	Lesser bamboo rat	NA	NA	42	61	1.8	NA	NA	7	NA	650	0.0145	4.8	671	captivity	small	acceptable	NA	NA	0.96	344	309.15	36420434455610675e3
3390	Animalia	Chordata	Mammalia	Rodentia	Muridae	Chiropodomys	Chiropodomys_gliroides	Pencil-tailed tree mouse	101	NA	20	24	2.2	NA	NA	2.8	10	29	0.0388	3.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671680700
3391	Animalia	Chordata	Mammalia	Rodentia	Muridae	Clethrionomys	Clethrionomys_glareolus	Bank vole	47	72	20	20	4.3	NA	21	1.82	9.8	20.8	0.0809	4.9	671	captivity	small	acceptable	NA	NA	0.312	21.5	NA	3617543445554261e13
3392	Animalia	Chordata	Mammalia	Rodentia	Muridae	Clethrionomys	Clethrionomys_rufocanus	Grey red-backed vole	62	NA	NA	NA	4.1	NA	30	NA	10	29.5	NA	NA	NA	unknown	tiny	low	NA	NA	0.321	27.2	NA	36455610671680
3393	Animalia	Chordata	Mammalia	Rodentia	Muridae	Colomys	Colomys_goslingi	African water rat	NA	NA	NA	NA	2	NA	NA	NA	NA	58.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455542
3394	Animalia	Chordata	Mammalia	Rodentia	Muridae	Conilurus	Conilurus_penicillatus	Brush-tailed rabbit rat	NA	NA	35	31	2	NA	NA	NA	NA	144	NA	4.5	671	captivity	small	acceptable	NA	NA	0.908	213.2	309.05	364344556106711040
3395	Animalia	Chordata	Mammalia	Rodentia	Muridae	Crateromys	Crateromys_heaneyi	Panay Island bushy-tailed cloud rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434671
3396	Animalia	Chordata	Mammalia	Rodentia	Muridae	Crateromys	Crateromys_schadenbergi	Luzon bushy-tailed cloud rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671
3397	Animalia	Chordata	Mammalia	Rodentia	Muridae	Cricetomys	Cricetomys_emini	Giant rat	NA	NA	NA	NA	1	NA	NA	NA	NA	1300	NA	7.4	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	455671730
3398	Animalia	Chordata	Mammalia	Rodentia	Muridae	Cricetomys	Cricetomys_gambianus	Gambian rat	158	NA	34	31	3.5	NA	NA	25.7	NA	1500	0.042	8.4	671	captivity	small	acceptable	NA	NA	6.024	1686.7	308.75	36420455671731
3399	Animalia	Chordata	Mammalia	Rodentia	Muridae	Cricetulus	Cricetulus_barabensis	Striped dwarf hamster	NA	NA	NA	20	5.3	NA	NA	2	14	NA	NA	5.3	671	captivity	small	acceptable	NA	NA	NA	NA	310.05	4556718161012
3400	Animalia	Chordata	Mammalia	Rodentia	Muridae	Cricetus	Cricetus_cricetus	Black-bellied hamster	43	56	20	23	7	2	131	7	105	506.7	NA	3.6	671	captivity	small	acceptable	NA	NA	1.251	365.3	312.65	36272420434455548e6
3401	Animalia	Chordata	Mammalia	Rodentia	Muridae	Dendromus	Dendromus_melanotis	Gray climbing mouse	NA	NA	25	NA	4.6	NA	NA	NA	NA	7.4	NA	4.2	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671
3402	Animalia	Chordata	Mammalia	Rodentia	Muridae	Dendromus	Dendromus_mesomelas	Brants climbing mouse	NA	NA	NA	NA	4.4	NA	NA	NA	NA	13	NA	3.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671
3403	Animalia	Chordata	Mammalia	Rodentia	Muridae	Desmodillus	Desmodillus_auricularis	Cape short-eared gerbil	NA	NA	29	33	3.3	NA	NA	3.12	NA	54.5	NA	6.1	671	captivity	small	acceptable	NA	NA	0.49	71.9	309.05	36420434455671
3404	Animalia	Chordata	Mammalia	Rodentia	Muridae	Dicrostonyx	Dicrostonyx_groenlandicus	Collared lemming	40	85	20	16	3.4	NA	26	4.35	23	66	0.0402	3.3	434	unknown	medium	acceptable	NA	NA	0.459	56.8	311.55	3642043445561068e4
3405	Animalia	Chordata	Mammalia	Rodentia	Muridae	Dicrostonyx	Dicrostonyx_richardsoni	Richardsons collared lemming	91	NA	21	19	3.5	NA	NA	4	NA	55	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	538
3406	Animalia	Chordata	Mammalia	Rodentia	Muridae	Dicrostonyx	Dicrostonyx_torquatus	Arctic lemming	91	NA	18	19	4.07	2	23	2.97	25.5	85	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455542
3407	Animalia	Chordata	Mammalia	Rodentia	Muridae	Eligmodontia	Eligmodontia_typus	Highland gerbil mouse	49	NA	18	18	5.6	NA	NA	1.725	NA	21.4	NA	NA	NA	unknown	small	low	NA	NA	0.167	17.5	309.55	36420455498610
3408	Animalia	Chordata	Mammalia	Rodentia	Muridae	Gerbillus	Gerbillus_campestris	North African gerbil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.4	NA	7.3	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	671730
